layer,E_falqon_x,E_tr_x,E_so_x,P_falqon_x,P_tr_x,P_so_x,E_falqon_xy,E_tr_xy,E_so_xy,P_falqon_xy,P_tr_xy,P_so_xy,E_falqon_warm,E_tr_warm,E_so_warm,P_falqon_warm,P_tr_warm,P_so_warm
29,0.013502041731934318,0.014048333350749832,0.00982884809254013,0.011530125757527342,0.010360788775700385,0.016304995732189773,0.0038377149620726983,0.003840611927342534,0.011270524725972161,0.02139682565666921,0.021393692539445074,0.0189803509100716,0.034381721727280865,0.042109593403492976,0.0263646829970481,0.11696541989073482,0.16600581848419946,0.17616766443302637
30,0.013071921198304404,0.014035569362440789,0.009097710381703341,0.012001287392884257,0.010407351347661168,0.01814072614308362,0.003395356298834256,0.0033876572186865087,0.011267663795558113,0.025049219975128385,0.025061548498554582,0.01909137419903883,0.03379312146339228,0.03882990371833999,0.02313692164574252,0.12824759307335432,0.18453429363898993,0.19601145256260846
31,0.01254468230979024,0.014003745172577187,0.009075166028471285,0.012507563628423196,0.010491400855725279,0.01818387585850381,0.003784287440000684,0.0037799678639284795,0.011266960865713008,0.02239299827027178,0.02241940416713544,0.019053282769284162,0.03369241985827114,0.036835796933324144,0.02289196647786758,0.13434672909503115,0.19116032798883673,0.19802371277893135
32,0.01197543886429527,0.013933684415085195,0.008191889406299509,0.013002208392935203,0.010631527399051476,0.020217178003766538,0.002872207100906468,0.0028597162218569746,0.011257180302780345,0.026545305011198672,0.026581944522804258,0.01888124099841828,0.03367885707745378,0.0366825191544978,0.022837400733793856,0.13367172674072444,0.19159119484520143,0.19730852281684205
33,0.01143047806201409,0.013803091263301865,0.008181255243905766,0.013447926527371095,0.010840126694858853,0.02045941487871894,0.0031924166464817987,0.0031774594150550195,0.011231904137383413,0.024935045245010112,0.024986186849188744,0.018596406714575475,0.03359045318481633,0.036492971900023055,0.022829139428142305,0.12894759891526253,0.1909284637699287,0.19751263885299497
34,0.010969169628109744,0.013593278826953454,0.008227199576216059,0.013824718410885053,0.011120049060858467,0.020201574670023634,0.0023568890459622436,0.0023473886360041224,0.011189687186135208,0.028830440460444137,0.02887471373370093,0.01822490979855202,0.03361242430708629,0.036490222889584714,0.022617656233735482,0.12639295592567626,0.18798426334110016,0.19994304452303943
35,0.010627969586163724,0.013295909271926103,0.008139427855771528,0.014129646167705895,0.011463510819204194,0.020922138184449306,0.0025210448061226236,0.0025094654382829384,0.011133444759576248,0.027725321637659197,0.02776822992335001,0.01779626851332868,0.03335068727647099,0.036233984845200594,0.022094903981578918,0.1323780146704179,0.19191172522562364,0.205881252838693
36,0.010412344462841406,0.012917133844853332,0.008139887049876091,0.014369937759908665,0.011853518102100745,0.02090286932603431,0.0021538416315369387,0.0021528026596830275,0.011069198560263453,0.03070888144152821,0.030730840287252387,0.01734128663405661,0.03192449895760696,0.03584642318979142,0.02202698650790039,0.150089223858082,0.19685791427753738,0.20879738810891085
37,0.010300211692504285,0.012477845578497753,0.00811036185827679,0.014554266649383777,0.01226739993545802,0.021180715043713553,0.0022207744647829973,0.0022173560567994542,0.01100442039352533,0.029497887455928917,0.029507707304084287,0.01688971657894002,0.028966420750282294,0.035598160449952815,0.022016994169291683,0.17519477345480797,0.20280360852204996,0.20790086823658144
38,0.010255223883386658,0.01201019688504829,0.007980456626483348,0.014687530576557068,0.012681428851127694,0.022019973604892253,0.0021451095611151366,0.002145821821695984,0.010946294081926907,0.031474375746530454,0.031462743844778845,0.01646812191619965,0.02629107364183534,0.03559657003092056,0.022024319872588183,0.19132075863527892,0.20239078320362108,0.20735319237236297
