layer,E_falqon_x,E_tr_x,E_so_x,P_falqon_x,P_tr_x,P_so_x,E_falqon_xy,E_tr_xy,E_so_xy,P_falqon_xy,P_tr_xy,P_so_xy,E_falqon_warm,E_tr_warm,E_so_warm,P_falqon_warm,P_tr_warm,P_so_warm
10,-0.010419600299366618,-0.008946720795163869,-0.015769723169081554,0.10792271614577248,0.08136088193388578,0.22974468414344315,-0.017147411066081638,-0.01767603654319992,-0.017312883043358082,0.3085491350890371,0.32899197484843945,0.3097103109579136,-0.015992971394028277,-0.015551040523151354,-0.01660646448458304,0.4052650308173671,0.39722029650977697,0.41599270988228443
11,-0.011455781950803053,-0.009638650039600578,-0.01588486097123482,0.12779742763520263,0.09357266073864672,0.23401684827461097,-0.017412440802957948,-0.017920030741593648,-0.01764854980446839,0.32260621261243716,0.3433861091062597,0.3260491119059398,-0.01621808458445739,-0.015862288427636637,-0.016606455216933266,0.40361313947962907,0.3984139488898878,0.41605101312921294
12,-0.012563929389529325,-0.010436722002267222,-0.016836749926277525,0.14860974431844362,0.10835319629271516,0.2794416461658795,-0.017625649659768223,-0.018139313763509076,-0.017944369053154278,0.3346053289232265,0.35717392908109624,0.3415088125471009,-0.016338531208143117,-0.01610149063057699,-0.01660619847688684,0.4013262273111169,0.39704066480557004,0.4158338069512109
13,-0.013611273626788949,-0.011333231897883565,-0.016865295791192277,0.16811035904885646,0.12513536723585086,0.28378052120162844,-0.017844005828876467,-0.018337117170907243,-0.01820505609437002,0.3477927633968194,0.3705483513191281,0.35629998502385773,-0.01638792049329058,-0.016250213589667648,-0.01660723029064209,0.39993579070580587,0.39470112256289036,0.41738983576123867
14,-0.014465046793157304,-0.012283869846233286,-0.016898961723295806,0.18507934427988817,0.14263439704277345,0.2858120785178395,-0.018019805357419646,-0.01851610364433576,-0.01843467227428751,0.3592830321713088,0.3836551465294988,0.3705627948005929,-0.016399862610035662,-0.016321525063444916,-0.016607391819638093,0.3997419928229231,0.3929207183901813,0.417769686621737
15,-0.015090577507176423,-0.013205774727459506,-0.017410640680535102,0.19954235230835501,0.15944348838666145,0.32009103921802323,-0.0182030632751395,-0.01867835625076751,-0.01863672122255156,0.37229688027812935,0.39658137312398695,0.3843708818150376,-0.016401365494371697,-0.0163439121439618,-0.016609150445306017,0.4000149524930611,0.39233960542883467,0.4191752943581603
16,-0.015544413411214373,-0.014009334679772839,-0.01727967616441722,0.21233785740269792,0.17468329953714648,0.31135933441113733,-0.01834871694102302,-0.018825644523568445,-0.01881428871114948,0.3835274149882343,0.40937402502001485,0.3977491004388422,-0.016401555467304374,-0.016347604400540297,-0.0166217845807103,0.4002125000882131,0.3925230072509558,0.42581014568826164
17,-0.01589215365091967,-0.01464859755104858,-0.017787864401633994,0.22434982785771138,0.18815488023427704,0.3475494211041542,-0.018504288978613937,-0.018959519414891875,-0.018970171905423716,0.39653265607521065,0.42205526320999814,0.41069651953047875,-0.016401771382854355,-0.01634785093765562,-0.016643821513183662,0.4004735813773468,0.3927388326767122,0.43366682474795065
18,-0.016170688717899617,-0.015137043835545691,-0.017813754622217178,0.23598962655877223,0.20017099571368063,0.3524734803110369,-0.01862530537601488,-0.01908143234591152,-0.019106967562753582,0.4074480831529676,0.43464238333183886,0.423207694619025,-0.0164024606784024,-0.016347881124514126,-0.016707837775613063,0.40115875034938797,0.39280881236142945,0.450021318646643
19,-0.01639612610108959,-0.01551628543779508,-0.017826498014609667,0.24724759388017406,0.21126969848039687,0.35363373466872433,-0.018758779431195624,-0.019192768260025403,-0.019227110779776277,0.42041722420611743,0.4471595556958851,0.43528758823193364,-0.016404068577615786,-0.016348065699469675,-0.016793811196304395,0.4025240523485204,0.3930602001868595,0.4660791986308604
20,-0.016577577716869855,-0.015822732104690544,-0.018043005601710918,0.2579639350640839,0.22190234376427187,0.37505417455848816,-0.01885992098856741,-0.019294851205304706,-0.01933287287901558,0.43095242269344297,0.4596428504257476,0.4469583414227501,-0.016407167141631315,-0.016348928466914266,-0.016944554246007007,0.4047881844124681,0.3938907995510412,0.49006169997338533
21,-0.01672496718727949,-0.01607765648254766,-0.018010831949890668,0.2680893886207621,0.23227426535722157,0.3718622204930819,-0.01897602070163497,-0.019388911078848034,-0.01942633633182066,0.4439236592945377,0.4721361909051484,0.4582586818395486,-0.01641269280160064,-0.016351100720678854,-0.017052439320892662,0.40823651346181405,0.3955750712175632,0.5045017067454917
22,-0.016849549464759587,-0.016291371653784473,-0.01824309026747078,0.2777618959516397,0.24237225558132308,0.3953200918286376,-0.019061416502678466,-0.019476044307086784,-0.019509365700524025,0.4541112852948382,0.48468177459488065,0.4692383961673398,-0.016421897589660325,-0.01635541860817902,-0.017268683606689192,0.4131160276334109,0.39836785481604947,0.5306361945990404
23,-0.01696115496674873,-0.016469930417347636,-0.018227565208619387,0.2871889870304416,0.2520934682320244,0.39366201896638464,-0.019163968712053562,-0.019557179506981215,-0.01958358860110027,0.46719398422834735,0.49730780664560525,0.47995076272610915,-0.01643658307641976,-0.01636313364763287,-0.017399182433716468,0.4196221516739858,0.4025672689002089,0.545735855677711
24,-0.01706635870321094,-0.01661963230247165,-0.018429295109569546,0.2964974307954726,0.26138367232398774,0.415043065693794,-0.019236882555754883,-0.019633063827966927,-0.01965039331168111,0.4770847143678372,0.5100178469477344,0.49044541159793154,-0.016459978096686093,-0.01637583921919677,-0.017627825963836215,0.4280753167995391,0.40840612129204534,0.5740606758203536
25,-0.01716799854958739,-0.01674804103784933,-0.018418361644824525,0.3056449590355479,0.2703004138019454,0.4138502995024745,-0.019328574405374263,-0.01970427357717376,-0.01971094310317405,0.49030871222150735,0.522785131087227,0.5007632455828053,-0.016496846508409765,-0.016395713699965606,-0.01774902876581623,0.4388471206922732,0.41604634686756364,0.5909515819729984
26,-0.017265747407045548,-0.016862709415832237,-0.01859923342576592,0.31443581296260964,0.27897664159616364,0.43341972614743374,-0.019391398435435084,-0.019771248264261184,-0.019766203210640387,0.4998713971923951,0.5355544715133895,0.510934194594349,-0.016551207817837827,-0.016426362955838266,-0.017932793937917232,0.4519008649349528,0.4257388843530077,0.6173357217236339
27,-0.017357734892086637,-0.016969680790682187,-0.018591568163034478,0.3226381425888982,0.287535683557354,0.43259723830574387,-0.019473862664318945,-0.01983433988278542,-0.01981697462404901,0.5130795014139197,0.548252308504359,0.5209778450680651,-0.01662409062714432,-0.01647267671491516,-0.018056675366886262,0.46663989445972126,0.4377411450485768,0.6364963609152867
28,-0.01744248037647161,-0.01707267150696917,-0.018772302341630683,0.33012008554729033,0.29601732200936043,0.451279759701872,-0.019528426258432,-0.019893865464409452,-0.019863928866400163,0.5222079063137088,0.5608030852744256,0.5309064030690892,-0.01671568709935029,-0.016538340534777988,-0.01817464530562936,0.48245388890617663,0.45191315537399107,0.654028788888692
29,-0.017519797636885766,-0.017172915514878942,-0.018768382933809488,0.33689630378599245,0.304348220255294,0.4508772639897542,-0.019602672032051845,-0.019950149237882617,-0.019907638943651676,0.5351142336170246,0.5731477518756081,0.5407290239084445,-0.016828459220676214,-0.016624023648519434,-0.018269197441626365,0.49920694866725235,0.46764527065026235,0.6665270760976741
30,-0.017590375266096234,-0.01726968950207736,-0.018928891348542202,0.34307588275109757,0.31237347456603265,0.4674305696922863,-0.01965059670166158,-0.020003543351614486,-0.019948603215703676,0.5437330925927614,0.5852591176728196,0.5504563234204558,-0.01696363477106228,-0.016730108928319207,-0.01834302401674998,0.5168989929112988,0.48440339074985966,0.6747358242282858
31,-0.017654966832296223,-0.017361477341979736,-0.018914950333980777,0.3487889031280968,0.31993744726989964,0.4659405428578301,-0.019717467610637987,-0.020054422093666643,-0.019987260718322738,0.5561063887352075,0.5971495169682797,0.5601039308006643,-0.017115475321380122,-0.016859235939377052,-0.01838178929345495,0.535261973719848,0.5021063742484125,0.6781323311034698
32,-0.01771402712227849,-0.01744719925976784,-0.01905408070151444,0.35414775778329494,0.3269616041040926,0.48133738580092184,-0.0197603031072598,-0.020103152179772366,-0.02002399816458232,0.5642738814952861,0.6088685295061057,0.5696942394427009,-0.01727297099319604,-0.017011817478661092,-0.018400286096051263,0.5538859019291418,0.5207586007532844,0.6790580131739128
33,-0.017767929367780214,-0.01752673198168547,-0.01904040801521288,0.35924693556453485,0.3334664245588304,0.47969537765225967,-0.019820654933201218,-0.020150048382376388,-0.020059150212521856,0.5760834740342814,0.6204911854203824,0.5792559631854455,-0.017427923636454293,-0.017180127062993492,-0.018408049396295038,0.5725666132673818,0.5400712166753491,0.67897138178374
34,-0.017817393083063973,-0.017600594894156992,-0.0191598432545385,0.3641795057018593,0.33953711157843885,0.49406300901352884,-0.019859761504280978,-0.020195328080328704,-0.020092995464095265,0.5840025383313671,0.6320992400046547,0.5888215745163504,-0.017576927700300168,-0.017351243809216158,-0.01841121554962409,0.5912134605539445,0.55960447799453,0.6786292589147783
35,-0.01786367156009612,-0.0176693722092184,-0.019154968921896828,0.3690472605492631,0.3452752998395568,0.4934497592923344,-0.019914335286704384,-0.020239079897832694,-0.02012575107346375,0.5954027767642777,0.6437595814200685,0.5984230894913503,-0.017716426531287913,-0.01751580320549019,-0.01841235316831384,0.6093936595711829,0.5790524210885253,0.6783512618726223
36,-0.017908364384804074,-0.017733436391763932,-0.01925750091902861,0.3739535737403809,0.3507711029320595,0.5063095672396828,-0.01995067527933053,-0.02028126022515024,-0.020157568883240037,0.6033366111527302,0.6555049885172545,0.6080869482419725,-0.017841138386317897,-0.01766952040612518,-0.018413083369985272,0.6262293741087038,0.598109082011232,0.678091812114253
37,-0.017953023413367856,-0.01779311708767251,-0.01924981349897104,0.3789813064640887,0.356101803332461,0.5052957248611505,-0.019999915490498135,-0.0203217259041008,-0.020188535719821918,0.6145137229806307,0.6673231436544165,0.6178289434496681,-0.017947904656594686,-0.017808725022987967,-0.018413687409397476,0.6408933331827116,0.6161196573147886,0.6778166038066122
